time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type,price,filled_quantity,trade_cost
2021-10-15 09:30:00-04:00,MLTrader,7f33876980724e779f3bded65f7846f5,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2021-10-15 09:30:00-04:00,MLTrader,7f33876980724e779f3bded65f7846f5,SPY,buy,market,fill,1,gtc,0.0,1,stock,444.75,100.0,0.0
