time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type,price,filled_quantity,trade_cost
2021-10-15 09:30:00-04:00,MLTrader,00d0b2b6b63d4575904182e4d7fceaa2,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2021-10-15 09:30:00-04:00,MLTrader,00d0b2b6b63d4575904182e4d7fceaa2,SPY,buy,market,fill,1,gtc,0.0,1,stock,444.75,100.0,0.0
