time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type,price,filled_quantity,trade_cost
2021-10-15 09:30:00-04:00,MLTrader,14a34a7619ed4a57b9e094349b119c34,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2021-10-15 09:30:00-04:00,MLTrader,14a34a7619ed4a57b9e094349b119c34,SPY,buy,market,fill,1,gtc,0.0,1,stock,444.75,100.0,0.0
