datetime,portfolio_value,cash,positions,return
2024-08-03 10:29:00-04:00,117173.9990234375,63598.9990234375,"[{'asset': USD, 'quantity': 63598.9990234375}, {'asset': SPY, 'quantity': 100.0}]",0.0
2024-08-05 08:30:00-04:00,114763.00048828125,63598.9990234375,"[{'asset': USD, 'quantity': 63598.9990234375}, {'asset': SPY, 'quantity': 100.0}]",-0.020576224719222824
2024-08-05 09:30:00-04:00,114763.00048828125,63598.9990234375,"[{'asset': USD, 'quantity': 63598.9990234375}, {'asset': SPY, 'quantity': 100.0}]",0.0
2024-08-05 09:30:00-04:00,114763.00048828125,63598.9990234375,"[{'asset': USD, 'quantity': 63598.9990234375}, {'asset': SPY, 'quantity': 100.0}]",0.0
2024-09-24 09:30:00-04:00,120646.9970703125,63598.9990234375,"[{'asset': USD, 'quantity': 63598.9990234375}, {'asset': SPY, 'quantity': 100.0}]",0.051270849986464695
2024-11-13 08:30:00-05:00,123335.99853515625,63598.9990234375,"[{'asset': USD, 'quantity': 63598.9990234375}, {'asset': SPY, 'quantity': 100.0}]",0.022288175670684973
2024-11-13 08:29:00-05:00,123335.99853515625,63598.9990234375,"[{'asset': USD, 'quantity': 63598.9990234375}, {'asset': SPY, 'quantity': 100.0}]",0.0
2024-11-13 08:30:00-05:00,123335.99853515625,63598.9990234375,"[{'asset': USD, 'quantity': 63598.9990234375}, {'asset': SPY, 'quantity': 100.0}]",0.0
2024-11-13 09:30:00-05:00,123335.99853515625,63598.9990234375,"[{'asset': USD, 'quantity': 63598.9990234375}, {'asset': SPY, 'quantity': 100.0}]",0.0
2024-11-13 09:30:00-05:00,123335.99853515625,63598.9990234375,"[{'asset': USD, 'quantity': 63598.9990234375}, {'asset': SPY, 'quantity': 100.0}]",0.0
2025-01-02 15:59:00-05:00,122538.00048828125,63598.9990234375,"[{'asset': USD, 'quantity': 63598.9990234375}, {'asset': SPY, 'quantity': 100.0}]",-0.006470114616597855
2025-01-02 16:00:00-05:00,122538.00048828125,63598.9990234375,"[{'asset': USD, 'quantity': 63598.9990234375}, {'asset': SPY, 'quantity': 100.0}]",0.0
